Rk,Player,Nation,Pos,Squad,AGE,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
247,Luan Garcia,br BRA,DF,Toluca,31.98630137,1993,29,24,2209,24.5,2,0,2,2,0,0,3,0,1.4,1.4,0.2,1.6,11,68,7,0.08,0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07
248,Luis García,mx MEX,"MF,FW",Puebla,32.11232877,1993,7,0,117,1.3,0,0,0,0,0,0,0,0,0,0,0.6,0.6,6,2,11,0,0,0,0,0,0,0.44,0.44,0,0.44
249,Mateo García,ar ARG,"MF,FW",Atlas,28.64931507,1996,17,2,408,4.5,0,0,0,0,0,0,0,1,0.5,0.5,0.2,0.7,12,12,24,0,0,0,0,0,0.11,0.04,0.14,0.11,0.14
250,Miguel Garcia,mx MEX,"DF,MF",Atlético,23.55616438,2001,13,9,858,9.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,10,39,4,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
251,Bryan Garnica,mx MEX,"FW,DF",Puebla,28.93972603,1996,8,1,210,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,2,17,0,0,0,0,0,0.07,0.04,0.11,0.07,0.11
252,Bryan Garnica,mx MEX,"FW,DF",Necaxa,28.93972603,1996,15,11,1002,11.1,0,0,0,0,0,0,1,1,0.2,0.2,1.5,1.7,17,50,70,0,0,0,0,0,0.01,0.14,0.15,0.01,0.15
253,César Garza,mx MEX,MF,Monterrey,19.84383562,2005,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254,Jesús Garza,mx MEX,DF,UANL,24.91232877,2000,24,15,1262,14,2,2,4,2,0,0,6,0,0.4,0.4,1.5,1.8,17,64,79,0.14,0.14,0.29,0.14,0.29,0.03,0.1,0.13,0.03,0.13
255,Giorgos Giakoumakis,gr GRE,FW,Cruz Azul,30.40273973,1994,26,16,1333,14.8,8,7,15,8,0,0,8,0,5.8,5.8,2.2,8,13,17,74,0.54,0.47,1.01,0.54,1.01,0.39,0.15,0.54,0.39,0.54
256,André-Pierre Gignac,fr FRA,FW,UANL,39.41369863,1985,19,13,1105,12.3,7,1,8,5,2,3,2,0,6.1,3.8,1,4.8,18,27,71,0.57,0.08,0.65,0.41,0.49,0.5,0.08,0.58,0.31,0.39
257,Faber Gil,co COL,"FW,MF",Pachuca,30.14246575,1995,9,2,283,3.1,0,0,0,0,0,0,2,0,0.5,0.5,0.6,1.1,21,7,36,0,0,0,0,0,0.16,0.2,0.35,0.16,0.35
258,Said Godínez,mx MEX,MF,Mazatlán,20.52328767,2004,4,3,206,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,4,7,5,0,0,0,0,0,0.07,0,0.07,0.07,0.07
259,Alejandro Gómez,mx MEX,"DF,MF",Tijuana,23.25753425,2002,27,25,2053,22.8,0,3,3,0,0,0,4,0,1.2,1.2,1.2,2.4,21,100,52,0,0.13,0.13,0,0.13,0.05,0.05,0.11,0.05,0.11
260,Diego Gómez,mx MEX,"MF,FW",Necaxa,21.64931507,2003,14,5,463,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0
261,Emiliano Gómez,uy URU,"FW,MF",Puebla,23.62739726,2001,26,23,2054,22.8,5,0,5,4,1,1,1,0,5.5,4.7,2.7,7.4,57,29,146,0.22,0,0.22,0.18,0.18,0.24,0.12,0.36,0.21,0.33
262,Luis Gómez,mx MEX,"DF,FW",Santos,18.3369863,2007,3,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
263,Miguel Gómez,mx MEX,DF,Guadalajara,22.59726027,2002,8,6,559,6.2,1,1,2,1,0,0,1,0,0.1,0.1,0.5,0.6,8,18,26,0.16,0.16,0.32,0.16,0.32,0.02,0.08,0.1,0.02,0.1
264,Jaime Gómez Valencia,mx MEX,"DF,MF",Querétaro,31.8,1993,20,12,1060,11.8,0,1,1,0,0,0,4,1,0.2,0.2,0.5,0.6,10,50,19,0,0.08,0.08,0,0.08,0.01,0.04,0.05,0.01,0.05
265,Alfonso González,mx MEX,"FW,MF",Pachuca,30.6630137,1994,19,7,693,7.7,4,1,5,4,0,0,1,1,2.5,2.5,1.1,3.6,16,19,51,0.52,0.13,0.65,0.52,0.65,0.33,0.14,0.47,0.33,0.47
266,Armando González,mx MEX,FW,Guadalajara,22.04109589,2003,18,6,647,7.2,3,1,4,3,0,0,1,0,3.6,3.6,0.8,4.4,3,9,34,0.42,0.14,0.56,0.42,0.56,0.5,0.11,0.61,0.5,0.61
267,Bryan González,mx MEX,DF,Pachuca,22.06849315,2003,30,30,2573,28.6,0,1,1,0,0,0,3,2,1.6,1.6,2.2,3.8,80,147,117,0,0.03,0.03,0,0.03,0.06,0.08,0.13,0.06,0.13
268,Pablo González Díaz,mx MEX,MF,Puebla,32.82739726,1992,28,22,1903,21.1,1,0,1,1,0,0,3,0,0.2,0.2,0.2,0.4,11,55,11,0.05,0,0.05,0.05,0.05,0.01,0.01,0.02,0.01,0.02
269,Diego González,py PAR,"MF,FW",Atlas,22.32328767,2003,15,7,773,8.6,1,3,4,1,0,0,5,0,0.8,0.8,2.1,2.9,22,27,38,0.12,0.35,0.47,0.12,0.47,0.09,0.25,0.34,0.09,0.34
270,Hugo González Durán,mx MEX,GK,Mazatlán,34.75890411,1990,34,34,3015,33.5,0,0,0,0,0,0,5,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0
271,Carlos González Espínola,py PAR,FW,Tijuana,32.24657534,1993,11,8,580,6.4,2,0,2,2,0,0,2,0,2.3,2.3,0.7,3,4,7,34,0.31,0,0.31,0.31,0.31,0.36,0.11,0.47,0.36,0.47
272,Fernando González,mx MEX,"FW,MF",Querétaro,24.02465753,2001,7,1,178,2,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,8,7,15,0,0,0,0,0,0.08,0.21,0.3,0.08,0.3
273,Jair González,mx MEX,"MF,FW",Puebla,23.16986301,2002,9,0,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,12,21,0,0,0,0,0,0.06,0.14,0.2,0.06,0.2
274,Jonathan González,mx MEX,MF,FC Juárez,26.06027397,1999,22,15,1116,12.4,0,1,1,0,0,0,3,0,0,0,0.2,0.2,3,25,3,0,0.08,0.08,0,0.08,0,0.02,0.02,0,0.02
275,Mateo González Mora,mx MEX,DF,Puebla,16.27671233,2009,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
276,Owen González,mx MEX,FW,Pachuca,21.79178082,2003,22,15,1147,12.7,1,2,3,1,0,0,2,0,1.6,1.6,2.3,4,45,39,156,0.08,0.16,0.24,0.08,0.24,0.13,0.18,0.31,0.13,0.31
277,Fernando Gorriarán,uy URU,MF,UANL,30.43561644,1994,30,30,2574,28.6,5,1,6,5,0,0,4,0,2.6,2.6,1.7,4.3,38,215,108,0.17,0.03,0.21,0.17,0.21,0.09,0.06,0.15,0.09,0.15
278,Ismael Govea,mx MEX,DF,Santos,28.20273973,1997,16,11,1011,11.2,0,0,0,0,0,0,2,1,0.2,0.2,0.4,0.6,9,35,18,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
279,Omar Govea,mx MEX,MF,Guadalajara,29.29315068,1996,14,4,448,5,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,10,48,9,0,0,0,0,0,0.08,0.03,0.12,0.08,0.12
280,Andrés Guardado,mx MEX,MF,León,38.6,1986,25,15,1380,15.3,2,1,3,2,0,0,4,0,1.2,1.2,1.7,2.9,14,66,23,0.13,0.07,0.2,0.13,0.2,0.08,0.11,0.19,0.08,0.19
281,Andrés Gudiño,mx MEX,GK,Cruz Azul,28.26849315,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Javier Güemez,mx MEX,MF,Santos,33.54794521,1991,16,16,1386,15.4,1,3,4,1,0,0,3,0,1.2,1.2,2.5,3.8,12,109,35,0.06,0.19,0.26,0.06,0.26,0.08,0.16,0.25,0.08,0.25
283,Javier Güemez,mx MEX,MF,Atlético,33.54794521,1991,16,9,901,10,1,3,4,1,0,0,1,0,0.9,0.9,2,2.9,13,73,35,0.1,0.3,0.4,0.1,0.4,0.09,0.2,0.29,0.09,0.29
284,Edgar Guerra,co COL,"DF,MF",León,24.15616438,2001,22,10,1070,11.9,0,2,2,0,0,0,2,1,1.1,1.1,1.6,2.8,34,31,75,0,0.17,0.17,0,0.17,0.1,0.14,0.23,0.1,0.23
285,Carlos Guillen,mx MEX,"MF,FW",Atlas,21.31506849,2004,8,3,300,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.6,6,19,17,0,0,0,0,0,0.04,0.13,0.17,0.04,0.17
286,Daniel Guillén,mx MEX,DF,Atlético,23.74794521,2001,11,7,682,7.6,1,0,1,1,0,0,3,0,0.4,0.4,0,0.4,4,23,5,0.13,0,0.13,0.13,0.13,0.05,0,0.05,0.05,0.05
287,Emanuel Gularte,uy URU,DF,Puebla,27.59452055,1997,29,28,2509,27.9,1,0,1,1,0,0,7,1,1.5,1.5,1.4,2.9,11,56,12,0.04,0,0.04,0.04,0.04,0.06,0.05,0.1,0.06,0.1
288,Alex Gutiérrez,mx MEX,MF,Necaxa,16.84383562,2008,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Alexis Gutiérrez,mx MEX,"MF,FW",Cruz Azul,25.18630137,2000,29,21,1696,18.8,3,5,8,3,0,0,0,0,1.7,1.7,3.3,5,33,80,94,0.16,0.27,0.42,0.16,0.42,0.09,0.18,0.26,0.09,0.26
290,Luis Gutiérrez Castellanos,mx MEX,MF,Santos,23.25479452,2002,8,6,538,6,0,1,1,0,0,0,2,0,0,0,0.3,0.4,5,12,3,0,0.17,0.17,0,0.17,0,0.06,0.06,0,0.06
291,Edson Gutiérrez,mx MEX,DF,Santos,29.29041096,1996,12,12,1055,11.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,40,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
292,Edson Gutiérrez,mx MEX,DF,Monterrey,29.29041096,1996,8,7,586,6.5,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.3,2,24,35,0.15,0,0.15,0.15,0.15,0.01,0.03,0.04,0.01,0.04
293,Erick Gutiérrez,mx MEX,MF,Guadalajara,29.88767123,1995,29,26,2208,24.5,1,1,2,1,0,0,10,0,2.5,2.5,1.9,4.4,29,137,43,0.04,0.04,0.08,0.04,0.08,0.1,0.08,0.18,0.1,0.18
294,Luis Gutiérrez,mx MEX,DF,Cruz Azul,23.54794521,2001,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
295,Ricardo Gutiérrez,mx MEX,GK,Mazatlán,27.88219178,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Jorge Guzmán,mx MEX,"MF,DF",Atlas,21.39178082,2003,11,4,375,4.2,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,10,10,22,0,0.24,0.24,0,0.24,0.04,0.1,0.14,0.04,0.14
297,Nahuel Guzmán,ar ARG,GK,UANL,39.23013699,1986,28,28,2519,28,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Víctor Guzmán,mx MEX,"FW,MF",Guadalajara,30.24931507,1995,17,5,699,7.8,1,1,2,1,0,0,2,0,1,1,1.9,2.8,16,50,51,0.13,0.13,0.26,0.13,0.26,0.12,0.24,0.37,0.12,0.37
299,Víctor Guzmán,mx MEX,DF,Monterrey,23.16164384,2002,21,14,1408,15.6,0,0,0,0,0,0,2,0,0,0,0.1,0.2,6,66,1,0,0,0,0,0,0,0.01,0.01,0,0.01
300,Helinho,br BRA,"FW,MF",Toluca,25.02739726,2000,19,7,731,8.1,3,0,3,3,0,0,1,0,1.4,1.4,0.8,2.2,36,38,74,0.37,0,0.37,0.37,0.37,0.17,0.1,0.27,0.17,0.27
301,Diego Hernández,uy URU,"MF,FW",León,24.86849315,2000,13,8,773,8.6,2,2,4,2,0,0,3,0,0.8,0.8,2.4,3.2,18,22,54,0.23,0.23,0.47,0.23,0.47,0.1,0.28,0.38,0.1,0.38
302,Illian Hernandez,mx MEX,"FW,DF",América,25.0630137,2000,6,1,126,1.4,1,0,1,1,0,0,0,0,1.1,1.1,0.3,1.4,1,3,7,0.71,0,0.71,0.71,0.71,0.77,0.24,1,0.77,1
303,Illian Hernandez,mx MEX,"FW,MF",Pachuca,25.0630137,2000,4,1,76,0.8,1,0,1,1,0,0,0,0,0.9,0.9,0,0.9,2,1,5,1.18,0,1.18,1.18,1.18,1.08,0,1.08,1.08,1.08
304,Javier Hernández,mx MEX,FW,Guadalajara,36.9260274,1988,17,11,910,10.1,1,1,2,1,0,0,0,0,2.9,2.9,1.1,4,10,14,34,0.1,0.1,0.2,0.1,0.2,0.29,0.11,0.4,0.29,0.4
305,Jesús Hernández,mx MEX,FW,Tijuana,21.31780822,2004,1,1,45,0.5,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,0,1,3,2,0,2,2,2,0.6,0,0.6,0.6,0.6
306,Jesús Hernández,mx MEX,"FW,MF",León,23.75890411,2001,4,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0.1,3,11,9,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
307,Jorge Hernández,mx MEX,GK,Querétaro,26.40821918,1998,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Pedro Hernández,mx MEX,MF,León,24.50958904,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Sebastián Hernández,mx MEX,"MF,FW",Querétaro,21.14520548,2004,13,7,585,6.5,0,0,0,0,0,0,4,0,0.5,0.5,0.4,0.9,4,6,21,0,0,0,0,0,0.08,0.06,0.13,0.08,0.13
310,Sergio Hernández,mx MEX,"MF,FW",Pachuca,22.62739726,2002,17,9,713,7.9,2,2,4,2,0,0,2,0,1.2,1.2,1.2,2.3,21,22,64,0.25,0.25,0.5,0.25,0.5,0.15,0.15,0.29,0.15,0.29
311,Alberto Herrera,mx MEX,"MF,FW",Puebla,24.19452055,2001,22,12,957,10.6,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,3,33,29,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
312,Héctor Herrera,mx MEX,MF,Toluca,35.04383562,1990,12,5,462,5.1,0,2,2,0,0,0,2,0,0.1,0.1,0.5,0.6,6,39,7,0,0.39,0.39,0,0.39,0.02,0.1,0.13,0.02,0.13
313,Ozziel Herrera,mx MEX,"FW,MF",UANL,23.95068493,2001,27,11,1134,12.6,5,1,6,4,1,1,2,0,2.6,1.8,2.1,3.9,42,43,112,0.4,0.08,0.48,0.32,0.4,0.2,0.17,0.37,0.14,0.31
314,Héctor Holguín,mx MEX,GK,Santos,24.03013699,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Santiago Homenchenko,uy URU,MF,Pachuca,21.67945205,2003,10,6,467,5.2,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,3,41,6,0.19,0,0.19,0.19,0.19,0.13,0.02,0.15,0.13,0.15
316,César Huerta,mx MEX,"FW,MF",UNAM,24.41917808,2000,15,14,1290,14.3,5,3,8,4,1,2,5,0,5.6,4,3.7,7.7,67,65,152,0.35,0.21,0.56,0.28,0.49,0.39,0.26,0.65,0.28,0.54
317,Rodrigo Huescas,mx MEX,DF,Cruz Azul,21.62739726,2003,1,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,5,8,0,0,0,0,0,0.05,0,0.05,0.05,0.05
318,Avilés Hurtado,co COL,"FW,MF",FC Juárez,38.04109589,1987,16,4,432,4.8,1,0,1,0,1,1,1,0,1.3,0.5,0.9,1.5,17,39,48,0.21,0,0.21,0,0,0.28,0.19,0.47,0.11,0.3
319,Nicolás Ibáñez,ar ARG,FW,UANL,30.69863014,1994,32,21,1930,21.4,6,1,7,5,1,1,2,1,8.3,7.5,1.8,9.2,18,30,96,0.28,0.05,0.33,0.23,0.28,0.39,0.08,0.47,0.35,0.43
320,Oussama Idrissi,ma MAR,"FW,MF",Pachuca,29.18630137,1996,32,28,2345,26.1,3,9,12,3,0,0,9,1,2.7,2.7,5.9,8.6,153,172,308,0.12,0.35,0.46,0.12,0.46,0.1,0.23,0.33,0.1,0.33
321,Jefferson Intriago,ec ECU,MF,Mazatlán,28.91780822,1996,16,11,935,10.4,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,6,39,11,0,0,0,0,0,0.01,0,0.01,0.01,0.01
322,Hugo Isaác Rodríguez,mx MEX,DF,Santos,34.90684932,1990,2,1,76,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Mauricio Isais,mx MEX,"DF,MF",León,24.07123288,2001,7,3,266,3,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,8,10,16,0.34,0,0.34,0.34,0.34,0.07,0.02,0.09,0.07,0.09
324,Omar Israel Mendoza,mx MEX,DF,Querétaro,36.51780822,1988,26,22,1958,21.8,0,2,2,0,0,0,5,1,0.1,0.1,1.4,1.5,18,79,44,0,0.09,0.09,0,0.09,0.01,0.06,0.07,0.01,0.07
325,José Iván Rodríguez,mx MEX,MF,Necaxa,28.88219178,1996,15,14,1226,13.6,1,0,1,1,0,0,2,0,0.2,0.2,0.3,0.5,7,80,13,0.07,0,0.07,0.07,0.07,0.01,0.02,0.04,0.01,0.04
326,Tristhan Jaimes,mx MEX,"MF,FW",Puebla,22.1260274,2003,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0.08,0,0.08,0.08,0.08
327,Cristian Jiménez,mx MEX,"DF,MF",Cruz Azul,22.79726027,2002,2,1,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328,Oscar Jiménez,mx MEX,GK,León,36.56164384,1988,8,8,720,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
329,Miguel Jiménez Ponce,mx MEX,GK,Puebla,35.14246575,1990,24,24,2160,24,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
330,Ricardo Jiménez,mx MEX,MF,Necaxa,19.03561644,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Tahiel Jiménez,mx MEX,"FW,MF",Santos,19.28219178,2006,23,10,966,10.7,1,0,1,1,0,0,4,0,2.2,2.2,0.5,2.7,10,24,38,0.09,0,0.09,0.09,0.09,0.2,0.05,0.25,0.2,0.25
332,Joaquim,br BRA,DF,UANL,26.35068493,1998,28,28,2493,27.7,2,2,4,2,0,0,8,0,5,5,1.5,6.5,24,81,15,0.07,0.07,0.14,0.07,0.14,0.18,0.05,0.23,0.18,0.23
333,José Joaquín Esquivel,mx MEX,DF,Mazatlán,27.32328767,1998,15,9,806,9,0,1,1,0,0,0,3,0,0.1,0.1,1.4,1.5,8,29,5,0,0.11,0.11,0,0.11,0.01,0.16,0.17,0.01,0.17
334,Julio José González,mx MEX,GK,Puebla,34.03287671,1991,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Julio José González,mx MEX,GK,UNAM,34.03287671,1991,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Juan José Sánchez,co COL,DF,UANL,27.31780822,1998,12,7,662,7.4,0,0,0,0,0,0,4,0,0.2,0.2,0,0.2,1,31,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
337,José Juan Macías,mx MEX,"FW,MF",Santos,25.61643836,1999,3,0,57,0.6,1,0,1,0,1,1,0,0,0.8,0,0,0,1,3,2,1.58,0,1.58,0,0,1.24,0,1.24,0,0
338,Ramón Juárez,mx MEX,DF,América,23.9890411,2001,24,18,1704,18.9,1,1,2,1,0,0,5,0,1.4,1.4,1.1,2.6,9,40,2,0.05,0.05,0.11,0.05,0.11,0.08,0.06,0.14,0.08,0.14
339,Jhojan Julio,ec ECU,"FW,DF",Tijuana,27.22739726,1998,8,2,331,3.7,1,1,2,1,0,0,1,0,0.5,0.5,0.4,0.8,4,9,36,0.27,0.27,0.54,0.27,0.54,0.12,0.11,0.23,0.12,0.23
340,Heriberto Jurado,mx MEX,"DF,FW",Necaxa,20.33424658,2005,16,12,941,10.5,0,0,0,0,0,0,0,0,0.3,0.3,1.7,2,25,17,54,0,0,0,0,0,0.03,0.16,0.19,0.03,0.19
341,Sebastián Jurado,mx MEX,GK,FC Juárez,27.6,1997,21,21,1890,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,John Kennedy,br BRA,"MF,FW",Pachuca,22.96438356,2002,17,15,1120,12.4,9,1,10,9,0,0,3,0,6.4,6.4,1.2,7.6,38,36,92,0.72,0.08,0.8,0.72,0.8,0.51,0.09,0.61,0.51,0.61
343,Mateo Klimowicz,de GER,"FW,MF",Atlético,24.83013699,2000,20,9,834,9.3,3,2,5,3,0,0,0,0,2.5,2.5,1,3.5,19,25,69,0.32,0.22,0.54,0.32,0.54,0.27,0.11,0.37,0.27,0.37
344,Roberto de la Rosa,mx MEX,"FW,MF",Monterrey,25.33150685,2000,24,7,641,7.1,1,3,4,1,0,0,0,0,1.7,1.7,1.7,3.4,18,25,45,0.14,0.42,0.56,0.14,0.56,0.24,0.24,0.48,0.24,0.48
345,Diego Lainez,mx MEX,"FW,DF",UANL,24.90410959,2000,25,18,1600,17.8,2,5,7,2,0,0,6,1,2.1,2.1,4.1,6.2,63,79,138,0.11,0.28,0.39,0.11,0.39,0.12,0.23,0.35,0.12,0.35
346,Mauro Laínez,mx MEX,"MF,DF",Mazatlán,28.9890411,1996,23,2,668,7.4,1,0,1,1,0,0,5,1,0.3,0.3,0.8,1.1,50,18,80,0.13,0,0.13,0.13,0.13,0.04,0.11,0.15,0.04,0.15
347,Emilio Lara,mx MEX,DF,América,22.96438356,2002,1,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0
348,Emilio Lara,mx MEX,DF,Necaxa,22.96438356,2002,24,21,1962,21.8,0,2,2,0,0,0,4,0,0,0,0.3,0.3,8,66,15,0,0.09,0.09,0,0.09,0,0.01,0.01,0,0.01
349,Pablo Lara,mx MEX,GK,UNAM,19.84931507,2005,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Israel Larios,mx MEX,"FW,MF",Atlas,21.98356164,2003,11,1,186,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,4,20,0,0,0,0,0,0.1,0.04,0.14,0.1,0.14
351,Antonio Leone,mx MEX,DF,Monterrey,21.01917808,2004,3,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0
352,Federico Lértora,ar ARG,MF,Querétaro,34.83287671,1990,30,26,2330,25.9,2,2,4,2,0,0,5,0,2.1,2.1,3.6,5.7,19,89,59,0.08,0.08,0.15,0.08,0.15,0.08,0.14,0.22,0.08,0.22
353,Mateo Levy,mx MEX,"FW,MF",Cruz Azul,18.53424658,2006,7,2,191,2.1,0,0,0,0,0,0,0,0,1.4,1.4,0,1.4,2,2,10,0,0,0,0,0,0.67,0,0.67,0.67,0.67
354,Emanuel Ley,mx MEX,FW,Tijuana,19.09589041,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
355,Ángel Leyva,mx MEX,DF,Mazatlán,18.55890411,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Igor Lichnovsky,cl CHI,DF,América,31.16164384,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
357,Erik Lira,mx MEX,"DF,MF",Cruz Azul,24.99178082,2000,31,29,2616,29.1,1,0,1,1,0,0,6,0,0.3,0.3,0.8,1.1,23,126,20,0.03,0,0.03,0.03,0.03,0.01,0.03,0.04,0.01,0.04
358,Aldo López,mx MEX,"MF,DF",Santos,24.95068493,2000,27,23,2004,22.3,3,1,4,3,0,0,1,0,2.8,2.8,1.6,4.4,17,63,28,0.13,0.04,0.18,0.13,0.18,0.13,0.07,0.2,0.13,0.2
359,César López,mx MEX,"MF,FW",FC Juárez,23.16164384,2002,5,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,6,0,0,0,0,0,0.06,0,0.06,0.06,0.06
360,Cesar López,mx MEX,GK,Atlético,24.90136986,2000,5,4,436,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Daniel López,mx MEX,"FW,MF",Querétaro,25.14246575,2000,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
362,Eder López,mx MEX,DF,FC Juárez,19.33972603,2006,11,0,258,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,6,10,13,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
363,Edgar López,mx MEX,"FW,MF",Toluca,26.03835616,1999,20,6,612,6.8,0,1,1,0,0,0,0,0,1.3,1.3,0.2,1.5,11,13,34,0,0.15,0.15,0,0.15,0.19,0.03,0.22,0.19,0.22
364,Pau López,es ESP,GK,Toluca,30.39178082,1994,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Rodrigo López,mx MEX,"MF,DF",UNAM,23.47671233,2001,23,10,1006,11.2,2,2,4,2,0,0,1,0,1.7,1.7,2.2,3.9,32,35,101,0.18,0.18,0.36,0.18,0.36,0.15,0.2,0.35,0.15,0.35
366,Santiago López,ca CAN,"MF,FW",UNAM,19.90136986,2005,6,1,121,1.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0.01,0.01,0,0.01
367,Victor Lopez,mx MEX,MF,Querétaro,21.99178082,2003,2,0,49,0.5,1,0,1,1,0,0,0,0,0,0,0,0,1,5,3,1.84,0,1.84,1.84,1.84,0.05,0,0.05,0.05,0.05
368,Vladimir Loroña,mx MEX,"DF,FW",Santos,26.46575342,1998,4,2,242,2.7,0,0,0,0,0,0,2,0,0,0,0,0,1,4,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01
